full_name,included_libraries
lucidrains/reformer-pytorch,"einops, torch"
kdgutier/esrnn_torch,"numpy, pandas, torch"
stanford-oval/genienlp,"bert-score, datasets, dateparser, dill, num2words, numpy, pathos, ray, rouge-score, sacrebleu, scikit-learn, sentence-transformers, torch, transformers, xgboost"
noriyukipy/gptchat,"envyaml, fastapi, fire, pytest, sentencepiece, tqdm, transformers, uvicorn"
Enealor/PyTorch-SM3,torch
Sirsirious/NLPTools,"numpy, symspellpy, tqdm"
kaushiksoni10/locationtagger,"newspaper3k, nltk, pycountry, spacy"
apdullahyayik/TrTokenizer,regex
UBC-NLP/AraNet,"keras, numpy, pandas, sklearn, tensorflow-gpu, torch, transformers"
antonisa/unimorph_inflect,"numpy, requests, tqdm"
neoql/open_couplet,torch
airaria/TextBrewer,numpy
aub-mind/arabert,"emoji, farasapy"
urvashik/knnlm,"cffi, cython, numpy, regex, sacrebleu, torch, tqdm"
LucaCappelletti94/csv_trimming,"numpy, pandas, scipy"
prajjwal1/fluence,numpy
jenojp/extractacy,spacy
onlyphantom/elang,"beautifulsoup4, gensim, scikit-learn, tqdm"
voidful/NLPrep,"boto3, filelock, requests"
shoarora/transformers-trainers,"fire, pytorch-lightning, tokenizers, transformers"
meanna/ThaiLMCUT,"numpy, torch"
google/NeuroNER-CSPMC,"networkx, scikit-learn, scipy, spacy"
semantic-health/allennlp-multi-label,allennlp
thieu1995/mealpy,"numpy, opfunu, pandas, scipy"
stanfordnlp/stanfordnlp,"numpy, requests, torch, tqdm"
NLPatVCU/multitasking_transformers,"mlflow, scispacy, spacy, tokenizers, torch, transformers"
Overfitter/biobert_embedding,"pytorch-pretrained-bert, tensorflow, torch"
tabahi/formantfeatures,"h5py, numba, numpy, scipy, wavio"
seyuboglu/weakly-supervised-petct,"click, h5py, ipykernel, ipython, ipyvolume, ipywidgets, jupyter, jupyterlab, networkx, nltk, nodejs, numpy, opencv-python, pandas, pillow, pydicom, scikit-learn, scipy, seaborn, sentencepiece, six, tensorboardx, torch, torchvision, tqdm, transformers"
Geekzhangwei/TimeNLP,"arrow, regex"
smoothnlp/KGExplore,fa2l
AndreaSottana/pdf2emb_nlp,"allennlp, boto3, gensim, nltk, numpy, pandas, ply, pyarrow, pytest, s3fs, scikit-learn, scipy, sentence-transformers, slate3k, tqdm, typing"
CoronaWhy/task-geo,"hdx-python-api, jupyter, pandas, requests"
mit-han-lab/lite-transformer,"cffi, numpy, regex, sacrebleu, torch, tqdm"
microsoft/task_oriented_dialogue_as_dataflow_synthesis,"cached-property, jsons, more-itertools, pandas, spacy, statsmodels"
lucidrains/sinkhorn-transformer,torch
MagedSaeed/farasapy,"requests, tqdm"
kaunghtetsan275/pyidaungsu,"emoji, fasttext, numpy, pybind11, python-crfsuite"
Qznan/QizNLP,jieba
kodiks/pyzemberek,"cython, pyjnius"
lifu-tu/ENGINE,"cffi, gdown, numpy, sacrebleu, torch, tqdm"
LeoLaugier/conditional-auto-encoder-text-to-text-transfer-transformer,"google-api-python-client, google-cloud-storage, t5, torchtext, transformers"
CogComp/TacoLM,"boto3, numpy, regex, requests, torch, tqdm"
talmago/spacy_crfsuite,"joblib, plac, spacy"
johnsonandjohnson/nlprov,"nltk, pandas, scikit-learn, spacy"
LeeYongHyeok/DCM_vgg_transformer,"cffi, cython, numpy, regex, sacrebleu, torch, tqdm"
facebookresearch/DPR,"editdistance, faiss-cpu, filelock, jsonlines, numpy, omegaconf, regex, soundfile, spacy, torch, tqdm, transformers"
awslabs/mlm-scoring,"gluonnlp, regex, sacrebleu, transformers"
mit-han-lab/hardware-aware-transformers,"cffi, configargparse, cython, numpy, regex, sacrebleu, sacremoses, tensorboardx, torch, tqdm, ujson"
lucidrains/routing-transformer,"einops, torch"
Saurav-Paul/AI-virtual-assistant-python,"beautifulsoup4, fuzzywuzzy, lxml, online-judge-tools, plyer, pyfiglet, requests, selenium, termcolor, tqdm, wolframalpha"
awslabs/speech-representations,"gluonnlp, numpy, soundfile"
affjljoo3581/canrevan,"aiohttp, bs4, lxml, tqdm"
ruanchaves/hashformers,"minicons, pandas, twitter-text-python"
moj-analytical-services/airflow-pdf2embeddings,"allennlp, boto3, gensim, nltk, numpy, pandas, ply, pyarrow, pytest, s3fs, scikit-learn, scipy, sentence-transformers, slate3k, tqdm, typing"
DAI-Lab/fibber,"fasttext, nltk, numpy, pandas, rake-nltk, sentence-transformers, spacy, stanza, tensorflow-gpu, torch, torchvision, tqdm, transformers"
lengstrom/gitlinks,"docopt, gitpython, pandas, portalocker, requests, requests-toolbelt, tabulate, tqdm, twine"
blester125/iobes,typing-extensions
thompsonb/fairseq-smrt,"cffi, cython, numpy, regex, sacrebleu, torch, tqdm"
StatguyUser/SNgramExtractor,spacy
rucio/donkeybot,"nltk, numpy, pandas, python-dotenv, rank-bm25, requests, slack-bolt, transformers, uuid"
facebookresearch/KILT,"bs4, flair, jsonlines, nltk, prettytable, pymongo, pytest, rouge, spacy, torch, tqdm"
lucidrains/linear-attention-transformer,"einops, torch"
lucidrains/linformer,torch
lucidrains/compressive-transformer-pytorch,torch
osainz59/Ask2Transformers,"numpy, scikit-learn, torch, tqdm, transformers"
uds-lsv/bert-stable-fine-tuning,numpy
xv44586/toolkit4nlp,keras
facebookresearch/DisCo,"cffi, gdown, numpy, sacrebleu, torch, tqdm"
hristo-vrigazov/dnn.cool,"joblib, numpy, pandas, torch, tqdm, treelib"
xssstory/STAS,"cffi, cython, numpy, regex, sacrebleu, torch, tqdm"
nasa/concept-tagging-training,"boto3, dask, h5py, numpy, pandas, pyyaml, scikit-learn, spacy, textacy, tqdm"
cjopengler/easytext,"tensorboard, torch, tqdm, transformers"
mercy-project/korean-text-sentiment-analysis,"scipy, torch, torchvision, transformers"
CRANE-toolbox/analysis-pipelines,"argparse, num2words, pandas, pathlib, typing, wordsegment"
jdubpark/continual-bert,"multiprocess, numpy, pandas, seaborn, sentence-transformers, tensorboard, tensorboardx, tensorflow, torch, tqdm, transformers"
cpllab/syntaxgym-core,"click, docker, h5py"
ml-jku/hopfield-layers,"numpy, torch"
lucidrains/mixture-of-experts,torch
microsoft/fastseq,"absl-py, filelock, numpy, packaging, pytorch-transformers, requests, rouge-score, torch"
lucidrains/conformer,"einops, torch"
spokestack/spokestack-python,"cython, numpy, requests, tokenizers, websocket-client"
lucidrains/memory-transformer-xl,torch
Lipairui/textgo,"gensim, jieba, numpy, pandas, scikit-learn, torch, tqdm, transformers"
zackchen-lb/fasterseq,"cffi, cython, numpy, regex, sacrebleu, torch, tqdm"
jiwidi/DeepSpeech-pytorch,pytorch-lightning
hellonlp/hellonlp,"numpy, pygtrie, requests"
mgaido91/FBK-fairseq-ST,"cffi, cython, numpy, regex, sacrebleu, torch, tqdm"
Filter-Bubble/e2e-Dutch,"h5py, pyhocon, scikit-learn, scipy, stanza, tensorflow, torch, transformers"
labmlai/annotated_deep_learning_paper_implementations,"einops, numpy, torch, torchtext, torchvision"
karpathy/minGPT,torch
ramsrigouthamg/Questgen.ai,"flashtext, future, joblib, networkx, numpy, pandas, python-dateutil, pytz, scikit-learn, scipy, sentencepiece, six, strsim, torch, transformers, unidecode"
ckiplab/ckip-transformers,"torch, tqdm, transformers"
georgian-io/Multimodal-Toolkit,"accelerate, importlib-metadata, networkx, numpy, pandas, pytest, sacremoses, scikit-learn, scipy, torch, tqdm, transformers"
sacmehta/delight,"cffi, cython, numpy, regex, sacrebleu, torch, tqdm"
asahi417/tner,"datasets, sentencepiece, torch, transformers"
graykode/commit-autosuggestions,"click, gitpython, packaging, whatthepatch"
lumaku/ctc-segmentation,"cython, numpy, setuptools"
lucidrains/electra-pytorch,"scipy, sklearn, torch, transformers"
lucidrains/mlm-pytorch,torch
pdrm83/sent2vec,"gensim, numpy, pytest, spacy, torch, transformers"
ammesatyajit/VideoBERT,"opencv-python, punctuator, spacy, tensorboardx, torch, torchtext, torchvision, transformers"
loodos/zemberek-python,numpy
taishi-i/toiro,"pandas, py-cpuinfo, requests, scikit-learn, tqdm"
kbrajwani/resume_parser,"nltk, numpy, pandas, pdfminer-six, pdfplumber, phonenumbers, spacy, tika"
lucidrains/marge-pytorch,"einops, faiss-gpu, numpy, torch, tqdm"
aman2656/text2emotion-library,"emoji, nltk"
sovaai/sova-tts-tps,"loguru, nltk, tqdm, unidecode"
stateoftheartai/sotaai,scikit-image
pyurbans/urbans,nltk
salesforce/speech-datasets,"h5py, humanfriendly, kaldiio, numpy, pillow, pyyaml"
osmanuygar/turkish-text-classification-api,flask-sqlalchemy
DengBoCong/nlp-paper,"jieba, pyqt6"
bjascob/amrlib,"numpy, spacy, torch, tqdm, transformers"
shangeth/wavencoder,"fairseq, numpy, torch, torchaudio, tqdm"
deeplearningbrasil/mars-gym,"click, diskcache, docutils, gym, imbalanced-learn, numpy, pandas, plotly, pyspark, requests, scikit-learn, scipy, seaborn, streamlit, tensorboardx, torch, tqdm"
intersun/CoDIR,"cffi, cython, numpy, regex, sacrebleu, torch, tqdm"
ZJJHYM/bert4keras_note,keras
trabdlkarim/voce-browser,"click, gtts, playsound, pyaudio, pydub, pyqt5, pyqtwebengine, pyttsx3"
SarthakJShetty/pyResearchInsights,"beautifulsoup4, gensim, nltk, numpy, pandas, scipy, spacy"
talmago/spacy_ke,spacy
SiphuLangeni/tortus,"ipython, ipywidgets, jupyter-contrib-nbextensions, pandas"
Vennify-Inc/chatting-transformer,"torch, transformers"
rycolab/spanningtrees,numpy
tuhinjubcse/SimileGeneration-EMNLP2020,"cffi, cython, numpy, regex, sacrebleu, torch, tqdm"
uhermjakob/wildebeest,"regex, tqdm, wheel"
ReidarRiveland/Instruct-RNN,opencv-python
saltudelft/libsa4py,"docstring-parser, dpu-utils, joblib, libcst, mypy, nltk, numpy, pandas, toml, tqdm"
lucidrains/performer-pytorch,"einops, torch"
neuml/tldrstory,"croniter, feedparser, praw, requests, streamlit"
egerber/spaCy-entity-linker,"numpy, spacy, tqdm"
rajcscw/nlp-gym,"datasets, edit-distance, flair, gym, nltk, numpy, pandas, rich, seaborn, sklearn, torch, tqdm"
BenevolentAI/MolBERT,"flake8, mypy, pytest, pytorch-lightning, scikit-learn, scipy, torch, transformers"
jonathandunn/text_analytics,"cytoolz, gensim, numpy, pandas, scikit-learn, scipy, seaborn, spacy, tensorflow, wordcloud"
geyingli/unif,numpy
violet-zct/fairseq-detect-hallucination,"cffi, cython, numpy, regex, sacrebleu, torch, tqdm"
lucidrains/isab-pytorch,"einops, torch"
nl8590687/ASRT_SDK_Python3,"grpcio, grpcio-tools, numpy, requests"
tuvuumass/task-transferability,"boto3, numpy, requests, tqdm"
mhardalov/exams-qa,"elasticsearch, more-itertools, numpy, pandas, regex, torch, transformers"
jasonrute/lean_proof_recording,"jsonlines, mpmath, pandas, tqdm"
recski/tuw-nlp,"conceptnet-lite, conllu, graphviz, networkx, nltk, pywsd, stanza, supar, tabulate, unidecode, word2number"
trisongz/pylines,pysimdjson
libeineu/SDT-Training,"cffi, numpy, sacrebleu, tqdm"
Neural-Space/genos,omegaconf
THU-KEG/KEPLER,"cffi, numpy, regex, torch, tqdm"
PaccMann/paccmann_proteomics,"loguru, numpy, scikit-learn, scipy, seaborn, tensorboardx, tokenizers, torch, torchvision, transformers"
hhhwwwuuu/BackTranslation,"googletrans, nltk"
asahi417/analogy-language-model,"gdown, gensim, pandas, requests, torch, tqdm, transformers"
JKamlah/tesseractXplore,"appdirs, attrs, cython, lxml, pillow, pygments, python-dateutil, pyyaml, requests, xmltodict"
AndreasMadsen/nlp-roar-interpretability,"gensim, nltk, numba, numpy, pandas, pytorch-lightning, scikit-learn, scipy, spacy, torch, torchmetrics, torchtext, tqdm, transformers"
KrishnanSG/Nutshell,"networkx, nltk, numpy"
violet-zct/fairseq-dro-mnmt,"cffi, cython, dataclasses, editdistance, numpy, regex, sacrebleu, torch, tqdm"
sooftware/Fairseq-Listen-Attend-Spell,"cffi, cython, dataclasses, numpy, regex, sacrebleu, sentencepiece, torch, tqdm"
apmoore1/stanza-batch,stanza
jwieting/bilingual-generative-transformer,"cffi, cython, numpy, regex, sacrebleu, torch, tqdm"
OthersideAI/chronology,"loguru, python-dotenv"
ebanalyse/NERDA,"nltk, pandas, progressbar, pyconll, sklearn, torch, transformers"
ofirpress/shortformer,"cffi, cython, dataclasses, editdistance, numpy, regex, sacrebleu, torch, tqdm"
VinAIResearch/PhoNLP,"gdown, numpy, pytest, torch, tqdm, transformers"
boxkite-ml/boxkite,"fluent-logger, numpy, prometheus-client"
juglab/FourierImageTransformer,"jupyter, numpy, pytorch-lightning, scipy, tifffile, torch, torchvision, tqdm"
dguo98/DiffPruning,numpy
RussianNLP/russian_paraphrasers,"nltk, scipy, sentence-transformers, transformers"
xiaoxiong74/Time-Extractor,"arrow, regex"
ebagdasa/propaganda_as_a_service,dataclasses
ORNL/tx2,"ipywidgets, numpy, pandas, scikit-learn, torch, tqdm, umap-learn, wordcloud"
libeineu/GPKD,"cffi, numpy, sacrebleu, tqdm"
Jason3900/corenlp_client,"nltk, requests"
potamides/unsupervised-metrics,"datasets, faiss-gpu, fasttext, jieba, nltk, pyemd, sentence-transformers, sentencepiece, torch, tqdm, transformers"
wbawakate/fairtorch,torch
grockious/lcrl,"dill, imageio, numpy, tensorflow, tqdm"
rockingdingo/gym-gomoku,gym
sebdumancic/pylo2,networkx
